title;system;thumbnail
Shin Moero!! Pro Yakyuu (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shin%20Moero!!%20Pro%20Yakyuu%20(Japan).png
Shin Satomi Hakken-Den - Hikari to Yami no Tatakai (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shin%20Satomi%20Hakken-Den%20-%20Hikari%20to%20Yami%20no%20Tatakai%20(Japan).png
Shingen the Ruler (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shingen%20the%20Ruler%20(USA).png
Shinobi (USA) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shinobi%20(USA)%20(Unl).png
Shinsenden (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shinsenden%20(Japan).png
Shisen Mahjong - Seifuku Hen (Japan) (Unl);nes;
Shockwave (USA) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shockwave%20(USA)%20(Unl).png
Shogun (Japan);nes;
Shooting Range (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shooting%20Range%20(USA).png
Short Order + Eggsplode! (USA);nes;
Shougi Meikan '92 (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shougi%20Meikan%20'92%20(Japan).png
Shougi Meikan '93 (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shougi%20Meikan%20'93%20(Japan).png
Shoukoushi Ceddie (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shoukoushi%20Ceddie%20(Japan).png
Shounen Ashibe - Nepal Daibouken no Maki (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shounen%20Ashibe%20-%20Nepal%20Daibouken%20no%20Maki%20(Japan).png
Shuangxiang Pao (Asia) (En) (Unl);nes;
Shuffle Fight (Japan);nes;
Shufflepuck Cafe (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shufflepuck%20Cafe%20(Japan).png
Side Pocket (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Side%20Pocket%20(Europe).png
Side Pocket (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Side%20Pocket%20(Japan).png
Side Pocket (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Side%20Pocket%20(USA).png
Sidewinder (Australia) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Sidewinder%20(Australia)%20(Unl).png
Sidewinder (Asia) (En) (72 pin cart) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Sidewinder%20(Australia)%20(Unl).png
Silent Assault (Asia) (En) (72 pin cart) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Silent%20Assault%20(USA)%20(Unl).png
Silent Assault (USA) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Silent%20Assault%20(USA)%20(Unl).png
Silent Service (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Silent%20Service%20(Europe).png
Silent Service (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Silent%20Service%20(USA).png
Silent Service (USA) (Rev 1);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Silent%20Service%20(USA).png
Silk Worm (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Silk%20Worm%20(USA).png
Silva Saga (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Silva%20Saga%20(Japan).png
Silver Eagle (Asia) (En) (72 pin cart) (Unl);nes;
Silver Surfer (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Silver%20Surfer%20(USA).png
"Simpsons, The - Bart vs. the Space Mutants (Europe)";nes;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Simpsons,%20The%20-%20Bart%20vs.%20the%20Space%20Mutants%20(Europe).png"
"Simpsons, The - Bart vs. the Space Mutants (USA)";nes;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Simpsons,%20The%20-%20Bart%20vs.%20the%20Space%20Mutants%20(USA).png"
"Simpsons, The - Bart vs. the Space Mutants (USA) (Rev 1)";nes;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Simpsons,%20The%20-%20Bart%20vs.%20the%20Space%20Mutants%20(USA).png"
"Simpsons, The - Bart vs. the World (Europe)";nes;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Simpsons,%20The%20-%20Bart%20vs.%20the%20World%20(Europe).png"
"Simpsons, The - Bart vs. the World (USA)";nes;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Simpsons,%20The%20-%20Bart%20vs.%20the%20World%20(USA).png"
"Simpsons, The - Bartman Meets Radioactive Man (Europe)";nes;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Simpsons,%20The%20-%20Bartman%20Meets%20Radioactive%20Man%20(Europe).png"
Xiao Boshi Jiaoyu Ruanjian Xilie - Zhili Xiao Zhuangyuan (Asia) (Unl);nes;
Xitian Qujing - Journey to the West (Asia) (Unl);nes;
Yami no Shigotonin Kage (Japan);nes;
Yousei Monogatari - Rod Land (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Yousei%20Monogatari%20-%20Rod%20Land%20(Japan).png
Zombie Nation (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Zombie%20Nation%20(USA).png
10-Yard Fight (Japan) (Rev 1);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/10-Yard%20Fight%20(Japan)%20(Rev%201).png
2010 Street Fighter (Japan);nes;
Adam & Eve (Spain) (En) (NTDEC) (Unl);nes;
Adam & Eve (Asia) (En) (Mega Soft) (Unl);nes;
America Oudan Ultra Quiz - Shijou Saidai no Tatakai (Japan) (Rev 1);nes;
American Football - Touchdown Fever (Japan);nes;
AV Kyuukyoku Mahjong 2 (Asia) (Ja) (Ge De) (Unl);nes;
AV Mei Shaonu Zhanshi (Asia) (Unl);nes;
AV Pachi-Slot (Asia) (Ja) (Idea-Tek) (Unl);nes;
AV Super Real Pachinko (Japan) (Unl);nes;
Baby Boomer (Korea) (En) (Unl);nes;
Baoxiao Sanguo (China) (Unl);nes;
Best Play Pro Yakyuu Special (Japan) (Rev 1);nes;
Bingo (Asia) (TXC) (Unl);nes;
Black Dragon (Korea) (Unl);nes;
"Bloque Magico, El (Spain) (En) (NTDEC) (Unl)";nes;
Booky Man (Spain) (En) (NTDEC) (Unl);nes;
Brilliant Com Cocoma Pack 1 (Korea) (Unl);nes;
Brilliant Com Cocoma Pack 2 (Korea) (Unl);nes;
BugTris (Korea) (En) (Unl);nes;
"Chessmaster, The (USA) (Rev 1)";nes;
Choplifter (Japan) (En) (Rev 1);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Choplifter%20(Japan)%20(En)%20(Rev%201).png
Chris Evert & Ivan Lendl in Top Players' Tennis (USA);nes;
"Cosmos Cop (Europe, Asia) (En) (Caltron) (Unl)";nes;
Crystal Mines (Korea) (Unl);nes;
"Destructor, El (Spain) (En) (NTDEC) (Unl)";nes;
Digital Devil Story - Megami Tensei II (Japan) (Rev 1);nes;
Dooly Bravo Land (Korea) (Unl);nes;
Dou Zhi Pinpan - Wisdom Boy (Asia) (Gamtec) (Unl);nes;
Dragon Ball 3 - Gokuu Den (Japan) (Rev 1);nes;
Dragon Ball Z II - Gekishin Freeza!! (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Dragon%20Ball%20Z%20II%20-%20Gekishin%20Freeza!!%20(Japan).png
Dreamworld Pogie (World) (Aftermarket) (Unl);nes;
Dreamworld Pogie (World) (v1.1) (Aftermarket) (Unl);nes;
Druaga no Tou (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Druaga%20no%20Tou%20(Japan).png
Duck (Asia) (En) (Unl);nes;
Dynamite Bowl (Japan) (Rev 1);nes;
Elevator Action (Japan) (Rev 1);nes;
F-15 City War (Spain) (En) (Idea-Tek) (Unl);nes;
F-15 City War (Asia) (En) (Idea-Tek) (Unl);nes;
F-15 Strike Eagle (Germany);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/F-15%20Strike%20Eagle%20(Germany).png
Family BASIC (Japan) (v1.0);nes;
Family Noraebang (Korea) (Unl);nes;
Family Trainer 1 - Athletic World (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Family%20Trainer%201%20-%20Athletic%20World%20(Japan).png
"Fantastic Adventures of Dizzy, The (Europe) (En,Fr,De) (Unl)";nes;
Fester's Quest (Europe) (Rev 1);nes;
Fire Dragon (Asia) (En) (Unl);nes;
Firehawk (Europe) (Unl);nes;
Flipull - An Exciting Cube Game (Japan) (En) (Rev 1);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Flipull%20-%20An%20Exciting%20Cube%20Game%20(Japan)%20(En)%20(Rev%201).png
Ganbare Goemon Gaiden - Kieta Ougon Kiseru (Japan) (Rev 1);nes;
Gardman (Asia) (Zh) (Unl);nes;
Gluk the Thunder Warrior (Spain) (En) (Micro Genius) (Unl);nes;
Go! Benny! (Asia) (En) (Mega Soft) (Unl);nes;
Happy Camper (USA) (NintendoAge) (Aftermarket) (Unl);nes;
Hayauchi Super Igo (Japan) (Rev 1);nes;
Ide Yousuke Meijin no Jissen Mahjong (Japan);nes;
Idemitsu - Space College - Kikenbutsu no Yasashii Butsuri to Kagaku (Japan);nes;
Jackpot (Australia) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Jackpot%20(Australia)%20(Unl).png
Janggun-ui Adeul (Korea) (En) (Unl);nes;
Juvei Quest (Japan) (Alt);nes;
Kekkyoku Nankyoku Daibouken (Japan) (Rev 1);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Kekkyoku%20Nankyoku%20Daibouken%20(Japan)%20(Rev%201).png
Kidou Senshi Z Gundam - Hot Scramble (Japan) (Final Version);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Kidou%20Senshi%20Z%20Gundam%20-%20Hot%20Scramble%20(Japan)%20(Final%20Version).png
Kkachi-wa Norae Chingu (Korea) (Unl);nes;
Koko Adventure (Korea) (En) (Unl);nes;
Konami Wai Wai World (Japan);nes;
Krazy Kreatures (USA) (NINA-03) (Unl);nes;
Kyoto Hana no Misshitsu Satsujin Jiken (Japan);nes;
Kyoto Ryuu no Tera Satsujin Jiken (Japan);nes;
L.A Cop - Miss. Peach World (Japan) (Unl);nes;
Lei Dian II - Thunderbolt Fighting Plane (Asia) (En) (Unl);nes;
Madoola no Tsubasa (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Madoola%20no%20Tsubasa%20(Japan).png
Magic Bubble (Asia) (En) (Unl);nes;
"Magic Carpet 1001 (Europe, Asia) (En) (Unl)";nes;
Magic Carpet 1001 (USA) (Unl);nes;
Magic Giral (Meinu Quan) (Asia) (Unl);nes;
Magic Kid Googoo (Korea) (En) (Unl);nes;
Mahjong (Japan) (Rev 1);nes;
Mahjong (Japan);nes;
Mahjong Block (Asia) (Super Mega) (Unl);nes;
Metal Force (Korea) (En) (Unl);nes;
Micro Machines (Europe) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Micro%20Machines%20(Europe)%20(Unl).png
Mighty Bomb Jack (Japan) (Rev 1);nes;
Minna no Taabou no Nakayoshi Daisakusen (Japan) (Rev 1);nes;
Moero!! Pro Yakyuu (Japan) (Rev 1);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Moero!!%20Pro%20Yakyuu%20(Japan)%20(Rev%201).png
Mugen Senshi Valis (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Mugen%20Senshi%20Valis%20(Japan).png
"Mystery World Dizzy (World) (En,Pt,Pl) (Digital) (Aftermarket) (Unl)";nes;
Nantettatte!! Baseball + Nantettatte!! Baseball - Ko-Game Cassette - '91 Kaimaku Hen (Japan);nes;
Nantettatte!! Baseball + Nantettatte!! Baseball - Ko-Game Cassette - OB All Star Hen (Japan);nes;
NHK Gakuen - Space School - Sansu 5 Nen (Jou) (Japan);nes;
NHK Gakuen - Space School - Sansu 6 Nen (Ge) (Japan);nes;
NHK Gakuen - Space School - Sansu 6 Nen (Jou) (Japan);nes;
Ninja-kun - Majou no Bouken (Japan) (Rev 1);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Ninja-kun%20-%20Majou%20no%20Bouken%20(Japan)%20(Rev%201).png
Nintendo NTF2 System Cartridge (USA) (v1.1) (Test Program);nes;
Nintendo NTF2 Test Cartridge (USA) (Test Program);nes;
Nintendo World Cup (Europe) (Rev 1);nes;
Nobunaga no Yabou - Bushou Fuuun Roku (Japan) (Rev 1);nes;
Nobunaga no Yabou - Sengoku Gunyuuden (Japan) (Rev 1);nes;
Okkotoshi Puzzle - Tonjan! (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Okkotoshi%20Puzzle%20-%20Tonjan!%20(Japan).png
Pac-Man (Japan) (En) (Rev 2);nes;
Pachio-kun 3 (Japan) (Rev 1);nes;
Pipemania (Australia) (Unl);nes;
Poker Jijin - The World of Card Games (Asia) (Sachen) (Unl);nes;
Policeman (Spain) (En) (Micro Genius) (Unl);nes;
Porter (Asia) (En) (Unl);nes;
Pro Wres (Japan) (FamicomBox);nes;
Puzzle (Spain) (En) (Idea-Tek) (Unl);nes;
Racermate Challenge II (USA) (v3.11.088) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Racermate%20Challenge%20II%20(USA)%20(v3.11.088)%20(Unl).png
Racermate Challenge II (USA) (v9.03.128) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Racermate%20Challenge%20II%20(USA)%20(v9.03.128)%20(Unl).png
Racermate Challenge II (USA) (v5.01.033) (Unl);nes;
"Racermate Challenge II (USA, Australia) (v3.12.027) (Unl)";nes;
Rad Racket - Deluxe Tennis II (Asia) (En) (Unl);nes;
Radac Tailor-Made (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Radac%20Tailor-Made%20(Japan).png
Raid on Bungeling Bay (Japan) (En) (Rev 1);nes;
Rockman 4 - Aratanaru Yabou!! (Japan) (Rev 1);nes;
Sangokushi (Japan) (Rev 1);nes;
Sangokushi II (Japan) (Rev 1);nes;
Shuang Ying (Asia) (Ja) (Unl);nes;
Shui Guo Li (Asia) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Shui%20Guo%20Li%20(Asia)%20(Unl).png
"Simpsons, The - Bartman Meets Radioactive Man (USA)";nes;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Simpsons,%20The%20-%20Bartman%20Meets%20Radioactive%20Man%20(USA).png"
"Skate Boy (Europe, Asia) (En) (Unl)";nes;
Skate or Die (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Skate%20or%20Die%20(Europe).png
Skate or Die (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Skate%20or%20Die%20(USA).png
Skate or Die 2 - The Search for Double Trouble (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Skate%20or%20Die%202%20-%20The%20Search%20for%20Double%20Trouble%20(USA).png
Ski or Die (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Ski%20or%20Die%20(Europe).png
Ski or Die (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Ski%20or%20Die%20(USA).png
Skull & Crossbones (USA) (Unl);nes;
Skull & Crossbones (Korea) (En) (Unl);nes;
Sky Destroyer (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Sky%20Destroyer%20(Japan).png
Sky Kid (Japan) (En);nes;
Sky Kid (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Sky%20Kid%20(USA).png
Sky Shark (USA);nes;
Slalom (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Slalom%20(Europe).png
Slalom (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Slalom%20(USA).png
Smash T.V. (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Smash%20T.V.%20(Europe).png
Smash T.V. (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Smash%20T.V.%20(USA).png
"Smurfs, The (Europe) (En,Fr,De,Es)";nes;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Smurfs,%20The%20(Europe)%20(En,Fr,De,Es).png"
Snake Rattle n Roll (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Snake%20Rattle%20n%20Roll%20(Europe).png
Snake Rattle n Roll (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Snake%20Rattle%20n%20Roll%20(USA).png
Snake's Revenge (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Snake's%20Revenge%20(Europe).png
Snake's Revenge (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Snake's%20Revenge%20(USA).png
Snoopy's Silly Sports Spectacular! (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Snoopy's%20Silly%20Sports%20Spectacular!%20(USA).png
Snow Bros. (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Snow%20Bros.%20(Japan).png
Snow Brothers (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Snow%20Brothers%20(Europe).png
Snow Brothers (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Snow%20Brothers%20(USA).png
Snowboard Challenge (Spain) (En);nes;
Soap Panic (Japan) (En) (v1.0) (Unl);nes;
Soccer (Europe);nes;
"Soccer (Japan, USA) (En)";nes;
Soccer League - Winner's Cup (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Soccer%20League%20-%20Winner's%20Cup%20(Japan).png
Softball Tengoku (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Softball%20Tengoku%20(Japan).png
Solar Jetman - Hunt for the Golden Warpship (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Solar%20Jetman%20-%20Hunt%20for%20the%20Golden%20Warpship%20(Europe).png
Solar Jetman - Hunt for the Golden Warpship (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Solar%20Jetman%20-%20Hunt%20for%20the%20Golden%20Warpship%20(USA).png
Solitaire (USA) (Unl);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Solitaire%20(USA)%20(Unl).png
Solomon no Kagi (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Solomon%20no%20Kagi%20(Japan).png
Solomon no Kagi 2 - Coolmintou Kyuushutsu Sakusen (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Solomon%20no%20Kagi%202%20-%20Coolmintou%20Kyuushutsu%20Sakusen%20(Japan).png
Solomon's Key (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Solomon's%20Key%20(Europe).png
Solomon's Key (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Solomon's%20Key%20(USA).png
Solomon's Key 2 (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Solomon's%20Key%202%20(Europe).png
Solstice - Sanjigen Meikyuu no Kyoujuu (Japan);nes;
Solstice - The Quest for the Staff of Demnos (Europe);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Solstice%20-%20The%20Quest%20for%20the%20Staff%20of%20Demnos%20(Europe).png
Solstice - The Quest for the Staff of Demnos (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Solstice%20-%20The%20Quest%20for%20the%20Staff%20of%20Demnos%20(USA).png
Son Son (Japan) (En);nes;
Soreike! Anpanman - Minna de Hiking Game! (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Soreike!%20Anpanman%20-%20Minna%20de%20Hiking%20Game!%20(Japan).png
Space Harrier (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Space%20Harrier%20(Japan).png
Space Hunter (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Space%20Hunter%20(Japan).png
Space Invaders (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Space%20Invaders%20(Japan).png
Space Shadow (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Space%20Shadow%20(Japan).png
Space Shuttle Project (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Space%20Shuttle%20Project%20(USA).png
Spartan X (Japan) (En);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Spartan%20X%20(Japan).png
Spartan X 2 (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Spartan%20X%202%20(Japan).png
Spelunker (Japan);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Spelunker%20(Japan).png
Spelunker (USA);nes;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Nintendo%20Entertainment%20System/Named_Titles/Spelunker%20(USA).png
