title;system;thumbnail
American Bass Challenge (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/American%20Bass%20Challenge%20(USA).png
"American Dragon - Jake Long - Rise of the Huntsclan (USA, Europe) (En,Fr,De,Es,It)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/American%20Dragon%20-%20Jake%20Long%20-%20Rise%20of%20the%20Huntsclan%20(USA,%20Europe)%20(En,Fr,De,Es,It).png"
American Idol (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/American%20Idol%20(USA).png
"American Tail, An - Fievel's Gold Rush (USA) (En,Es)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/American%20Tail,%20An%20-%20Fievel's%20Gold%20Rush%20(USA)%20(En,Es).png"
Angel Collection - Mezase! Gakuen no Fashion Leader (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Angel%20Collection%20-%20Mezase!%20Gakuen%20no%20Fashion%20Leader%20(Japan).png
Anguna - Warriors of Virtue (World) (v0.95) (Aftermarket) (Unl);gba;
Anguna - Warriors of Virtue (World) (2021-02-28) (Patreon) (Aftermarket) (Unl);gba;
Anguna - Warriors of Virtue (World) (v0.95) (Itch.io) (Aftermarket) (Unl);gba;
Anguna - Warriors of Virtue (World) (Retro-Bit Generations) (Aftermarket) (Unl);gba;
Anguna - Warriors of Virtue (World) (v0.91) (Aftermarket) (Unl);gba;
Anguna - Warriors of Virtue (World) (v0.92) (Aftermarket) (Unl);gba;
Anguna - Warriors of Virtue (World) (v0.93) (Aftermarket) (Unl);gba;
Anguna - Warriors of Virtue (World) (v0.93) (Aftermarket) (Unl) (Alt);gba;
Anguna - Warriors of Virtue (World) (v0.94) (Aftermarket) (Unl);gba;
Animal Snap - Rescue Them 2 by 2 (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Animal%20Snap%20-%20Rescue%20Them%202%20by%202%20(USA).png
Animal Yokochou - Doki Doki Shinkyuu Shiken! no Maki (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Animal%20Yokochou%20-%20Doki%20Doki%20Shinkyuu%20Shiken!%20no%20Maki%20(Japan).png
"Another World (Europe) (En,Fr) (v2.1) (Unl)";gba;
"Ant Bully, The (USA) (En,Fr)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Ant%20Bully,%20The%20(USA)%20(En,Fr).png"
Antz - Extreme Racing (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Antz%20-%20Extreme%20Racing%20(USA).png
Apotris (World) (v3.4.5) (Aftermarket) (Unl);gba;
Archer Maclean's 3D Pool (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Archer%20Maclean's%203D%20Pool%20(USA).png
Arctic Tale (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Arctic%20Tale%20(USA).png
"Army Men - Operation Green (USA) (En,Fr,De,Es,It)";gba;
Army Men - Turf Wars (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Army%20Men%20-%20Turf%20Wars%20(USA).png
"Army Men Advance (USA, Europe) (En,Fr,De,Es,It)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Army%20Men%20Advance%20(USA,%20Europe)%20(En,Fr,De,Es,It).png"
Around the World in 80 Days (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Around%20the%20World%20in%2080%20Days%20(USA).png
"Around the World in 80 Days (Europe) (En,Fr,De,Es,It,Nl)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Around%20the%20World%20in%2080%20Days%20(Europe)%20(En,Fr,De,Es,It,Nl).png"
"Arthur and the Invisibles (USA) (En,Fr,Es)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Arthur%20and%20the%20Invisibles%20(USA)%20(En,Fr,Es).png"
"Arthur and the Minimoys (Europe) (En,Fr,De,Es,It,Nl)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Arthur%20and%20the%20Minimoys%20(Europe)%20(En,Fr,De,Es,It,Nl).png"
"Asterix & Obelix - Bash Them All! (Europe) (En,Fr,De,Es,It,Nl)";gba;
"Asterix & Obelix XXL (Europe) (En,Fr,De,Es,It,Nl)";gba;
"Astro Boy - Omega Factor (USA) (En,Ja,Fr,De,Es,It)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Astro%20Boy%20-%20Omega%20Factor%20(USA)%20(En,Ja,Fr,De,Es,It).png"
"Astro Boy - Omega Factor (Europe) (En,Ja,Fr,De,Es,It)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Astro%20Boy%20-%20Omega%20Factor%20(Europe)%20(En,Ja,Fr,De,Es,It).png"
Astro Boy - Tetsuwan Atom - Atom Heart no Himitsu (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Astro%20Boy%20-%20Tetsuwan%20Atom%20-%20Atom%20Heart%20no%20Himitsu%20(Japan).png
Atari Anniversary Advance (Europe);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Atari%20Anniversary%20Advance%20(Europe).png
Atari Anniversary Advance (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Atari%20Anniversary%20Advance%20(USA).png
"Atlantis - The Lost Empire (USA, Europe)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Atlantis%20-%20The%20Lost%20Empire%20(USA,%20Europe).png"
"Atlantis - The Lost Empire (Europe) (En,Fr,De,Es,It,Nl)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Atlantis%20-%20The%20Lost%20Empire%20(Europe)%20(En,Fr,De,Es,It,Nl).png"
"Atomic Betty (USA, Europe)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Atomic%20Betty%20(USA,%20Europe).png"
"ATV - Quad Power Racing (USA, Europe)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/ATV%20-%20Quad%20Power%20Racing%20(USA,%20Europe).png"
"ATV - Quad Power Racing (Europe) (En,Fr,De,Es,It) (Rev 1)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/ATV%20-%20Quad%20Power%20Racing%20(Europe)%20(En,Fr,De,Es,It)%20(Rev%201).png"
ATV - Thunder Ridge Riders (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/ATV%20-%20Thunder%20Ridge%20Riders%20(USA).png
Avatar - The Last Airbender (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Avatar%20-%20The%20Last%20Airbender%20(USA).png
Avatar - The Last Airbender - The Burning Earth (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Avatar%20-%20The%20Last%20Airbender%20-%20The%20Burning%20Earth%20(USA).png
"Avatar - The Legend of Aang (Europe) (En,Fr,De,Nl)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Avatar%20-%20The%20Legend%20of%20Aang%20(Europe)%20(En,Fr,De,Nl).png"
Azumanga Daiou Advance (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Azumanga%20Daiou%20Advance%20(Japan).png
"Babar to the Rescue (Europe) (En,Fr,De,Da)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Babar%20to%20the%20Rescue%20(Europe)%20(En,Fr,De,Da).png"
"Back to Stone (USA) (En,Fr)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Back%20to%20Stone%20(USA)%20(En,Fr).png"
"Back Track (USA, Europe)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Back%20Track%20(USA,%20Europe).png"
Backup Mem. Quick-Copy (Unknown) (v1.04) (Program);gba;
Backyard Baseball (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Backyard%20Baseball%20(USA).png
Backyard Baseball 2006 (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Backyard%20Baseball%202006%20(USA).png
Backyard Football (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Backyard%20Football%20(USA).png
Backyard Football 2006 (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Backyard%20Football%202006%20(USA).png
Backyard Sports - Baseball 2007 (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Backyard%20Sports%20-%20Baseball%202007%20(USA).png
Backyard Sports - Basketball 2007 (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Backyard%20Sports%20-%20Basketball%202007%20(USA).png
Backyard Sports - Football 2007 (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Backyard%20Sports%20-%20Football%202007%20(USA).png
Bakuten Shoot Beyblade - Gekitou! Saikyou Blader (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bakuten%20Shoot%20Beyblade%20-%20Gekitou!%20Saikyou%20Blader%20(Japan).png
Bakuten Shoot Beyblade 2002 - Gekisen! Team Battle!! Kouryuu no Shou - Daichi Hen (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bakuten%20Shoot%20Beyblade%202002%20-%20Gekisen!%20Team%20Battle!!%20Kouryuu%20no%20Shou%20-%20Daichi%20Hen%20(Japan).png
Bakuten Shoot Beyblade 2002 - Gekisen! Team Battle!! Seiryuu no Shou - Takao Hen (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bakuten%20Shoot%20Beyblade%202002%20-%20Gekisen!%20Team%20Battle!!%20Seiryuu%20no%20Shou%20-%20Takao%20Hen%20(Japan).png
Bakuten Shoot Beyblade 2002 - Ikuze! Bakutou! Chou Jiryoku Battle!! (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bakuten%20Shoot%20Beyblade%202002%20-%20Ikuze!%20Bakutou!%20Chou%20Jiryoku%20Battle!!%20(Japan).png
"Baldur's Gate - Dark Alliance (Europe) (En,Fr,De,Es,It)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Baldur's%20Gate%20-%20Dark%20Alliance%20(Europe)%20(En,Fr,De,Es,It).png"
"Banjo-Kazooie - Grunty's Revenge (USA, Europe)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Banjo-Kazooie%20-%20Grunty's%20Revenge%20(USA,%20Europe).png"
"Banjo-Kazooie - Grunty's Revenge (Europe) (En,Fr,De)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Banjo-Kazooie%20-%20Grunty's%20Revenge%20(Europe)%20(En,Fr,De).png"
Banjo-Pilot (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Banjo-Pilot%20(USA).png
"Banjo-Pilot (Europe) (En,Fr,De,Es,It)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Banjo-Pilot%20(Europe)%20(En,Fr,De,Es,It).png"
"Barbie Diaries, The - High School Mystery (Europe)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Barbie%20Diaries,%20The%20-%20High%20School%20Mystery%20(Europe).png"
"Barbie Horse Adventures (Europe) (En,Fr,De,Es,It,Nl)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Barbie%20Horse%20Adventures%20(Europe)%20(En,Fr,De,Es,It,Nl).png"
"Barbie in the 12 Dancing Princesses (Europe) (En,Fr,De,Es,It)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Barbie%20in%20the%2012%20Dancing%20Princesses%20(Europe)%20(En,Fr,De,Es,It).png"
"Barbie Software - Groovy Games (Europe) (En,Fr,De,Es,It)";gba;
"Barnyard (Europe) (En,Fr,De,Es,It,Nl)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Barnyard%20(Europe)%20(En,Fr,De,Es,It,Nl).png"
Baseball Advance (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Baseball%20Advance%20(USA).png
"Batman - Rise of Sin Tzu (USA) (En,Fr,Es)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Batman%20-%20Rise%20of%20Sin%20Tzu%20(USA)%20(En,Fr,Es).png"
"Batman - Vengeance (Europe) (En,Fr,De,Es,It,Nl)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Batman%20-%20Vengeance%20(Europe)%20(En,Fr,De,Es,It,Nl).png"
"Batman Begins (USA, Europe) (En,Fr,De,Es,It,Nl)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Batman%20Begins%20(USA,%20Europe)%20(En,Fr,De,Es,It,Nl).png"
Battle B-Daman (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Battle%20B-Daman%20(USA).png
Battle Network - Rockman EXE (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Battle%20Network%20Rockman%20EXE%20(Japan).png
Battle Network - Rockman EXE 2 (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Battle%20Network%20Rockman%20EXE%202%20(Japan).png
Battle Network - Rockman EXE 2 (Japan) (Rev 1);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Battle%20Network%20Rockman%20EXE%202%20(Japan).png
Battle Network - Rockman EXE 2 (World) (Ja) (Mega Man Battle Network Legacy Collection);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Battle%20Network%20Rockman%20EXE%202%20(Japan).png
Battle Network - Rockman EXE 3 (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Battle%20Network%20Rockman%20EXE%203%20(Japan).png
Battle Network - Rockman EXE 3 (Japan) (Rev 1);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Battle%20Network%20Rockman%20EXE%203%20(Japan).png
Battle Network - Rockman EXE 3 - Black (Japan) (Promo);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Battle%20Network%20Rockman%20EXE%203%20-%20Black%20(Japan)%20(Promo).png
Battle Picross (World) (Unl);gba;
Battle X Battle - Kyodai Gyo Densetsu (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Battle%20X%20Battle%20-%20Kyodai%20Gyo%20Densetsu%20(Japan).png
"BattleBots - Beyond the BattleBox (Europe) (En,Fr,De)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/BattleBots%20-%20Beyond%20the%20BattleBox%20(Europe)%20(En,Fr,De).png"
BattleBots - Design & Destroy (USA);gba;
"Bee Game, The (USA)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bee%20Game,%20The%20(USA).png"
Bengt Swinger of Longarm (World) (Unl);gba;
Beyblade G-Revolution (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Beyblade%20G-Revolution%20(USA).png
"Beyblade G-Revolution (Europe) (En,De,Es,It)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Beyblade%20G-Revolution%20(Europe)%20(En,De,Es,It).png"
"Beyblade V-Force - Ultimate Blader Jam (Europe) (En,Fr,De,Es,It)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Beyblade%20V-Force%20-%20Ultimate%20Blader%20Jam%20(Europe)%20(En,Fr,De,Es,It).png"
Beyblade V-Force - Ultimate Blader Jam (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Beyblade%20V-Force%20-%20Ultimate%20Blader%20Jam%20(USA).png
Bibi und Tina - Ferien auf dem Martinshof (Germany) (Rev 1);gba;
Big Mutha Truckers (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Big%20Mutha%20Truckers%20(USA).png
Bionicle (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bionicle%20(USA).png
"Bionicle (Europe) (En,Fr,De,Da)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bionicle%20(Europe)%20(En,Fr,De,Da).png"
"Bionicle - Matoran Adventures (USA, Europe) (En,Fr,De,Es,It,Nl,Sv,Da)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bionicle%20-%20Matoran%20Adventures%20(USA,%20Europe)%20(En,Fr,De,Es,It,Nl,Sv,Da).png"
Bionicle - Maze of Shadows (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bionicle%20-%20Maze%20of%20Shadows%20(USA).png
"Bionicle - Maze of Shadows (Europe) (En,De) (Rev 1)";gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bionicle%20-%20Maze%20of%20Shadows%20(USA).png
"Bionicle Heroes (USA) (En,Fr,De,Es,It,Da)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bionicle%20Heroes%20(USA)%20(En,Fr,De,Es,It,Da).png"
"Bionicle Heroes (Europe) (En,Fr,De,Es,It,Da)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bionicle%20Heroes%20(Europe)%20(En,Fr,De,Es,It,Da).png"
bit Generations - Boundish (Japan) (En);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/bit%20Generations%20-%20Boundish%20(Japan)%20(En).png
bit Generations - Dialhex (Japan) (En);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/bit%20Generations%20-%20Dialhex%20(Japan)%20(En).png
bit Generations - Digidrive (Japan) (En);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/bit%20Generations%20-%20Digidrive%20(Japan)%20(En).png
bit Generations - Orbital (Japan) (En);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/bit%20Generations%20-%20Orbital%20(Japan)%20(En).png
Black Belt Challenge (Europe);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Black%20Belt%20Challenge%20(Europe).png
Blackthorne (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Blackthorne%20(USA).png
Blackthorne (Europe);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Blackthorne%20(Europe).png
Blades of Thunder (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Blades%20of%20Thunder%20(USA).png
Blender Bros. (World) (Aftermarket) (Unl);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Blender%20Bros.%20(USA).png
Blender Bros. (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Blender%20Bros.%20(USA).png
BMX Trick Racer (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/BMX%20Trick%20Racer%20(USA).png
"Board Game Classics - Backgammon & Chess & Draughts (Europe) (En,Fr,De,Es,It)";gba;
Boboboubo Boubobo - 9 Kyoku Senshi Gag Yuugou (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Boboboubo%20Boubobo%20-%209%20Kyoku%20Senshi%20Gag%20Yuugou%20(Japan).png
Boboboubo Boubobo - Ougi 87.5 Bakuretsu Hanage Shinken (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Boboboubo%20Boubobo%20-%20Ougi%2087.5%20Bakuretsu%20Hanage%20Shinken%20(Japan).png
Boktai - The Sun Is in Your Hand (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Boktai%20-%20The%20Sun%20Is%20in%20Your%20Hand%20(USA).png
"Boktai - The Sun Is in Your Hand (Europe) (En,Fr,De,Es,It)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Boktai%20-%20The%20Sun%20Is%20in%20Your%20Hand%20(Europe)%20(En,Fr,De,Es,It).png"
Boktai 2 - Solar Boy Django (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Boktai%202%20-%20Solar%20Boy%20Django%20(USA).png
"Boktai 2 - Solar Boy Django (Europe) (En,Fr,De,Es,It)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Boktai%202%20-%20Solar%20Boy%20Django%20(Europe)%20(En,Fr,De,Es,It).png"
Boku wa Koukuu Kanseikan (Japan) (Rev 1);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Boku%20wa%20Koukuu%20Kanseikan%20(Japan)%20(Rev%201).png
Bokujou Monogatari - Mineral Town no Nakama-tachi for Girl (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bokujou%20Monogatari%20-%20Mineral%20Town%20no%20Nakama-tachi%20for%20Girl%20(Japan).png
Bokura no Taiyou - Taiyou Action RPG (Japan);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bokura%20no%20Taiyou%20-%20Taiyou%20Action%20RPG%20(Japan).png
Bomberman Jetters - Densetsu no Bomberman (Japan);gba;
Bomberman Jetters - Game Collection (Japan);gba;
Bomberman Max 2 - Blue Advance (USA);gba;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bomberman%20Max%202%20-%20Blue%20Advance%20(USA).png
"Bomberman Max 2 - Blue Advance (Europe) (En,Fr,De)";gba;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Nintendo%20-%20Game%20Boy%20Advance/Named_Titles/Bomberman%20Max%202%20-%20Blue%20Advance%20(Europe)%20(En,Fr,De).png"
Bomberman Max 2 - Bomberman Version (Japan);gba;
Bomberman Max 2 - Max Version (Japan);gba;
